seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_ar_accuracy,eval_bg_accuracy,eval_de_accuracy,eval_el_accuracy,eval_es_accuracy,eval_fr_accuracy,eval_hi_accuracy,eval_ru_accuracy,eval_th_accuracy,eval_tr_accuracy,eval_vi_accuracy,eval_zh_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_ar_accuracy,final_eval_bg_accuracy,final_eval_de_accuracy,final_eval_el_accuracy,final_eval_es_accuracy,final_eval_fr_accuracy,final_eval_hi_accuracy,final_eval_ru_accuracy,final_eval_th_accuracy,final_eval_tr_accuracy,final_eval_vi_accuracy,final_eval_zh_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
31,xlm-roberta-base,xnli,baseline,24544,0,0,0,0.47912466526031494,0,0.47912466526031494,0.7143712574850299,0.7734530938123753,0.7580838323353294,0.7570858283433134,0.7818363273453094,0.7724550898203593,0.6934131736526946,0.7550898203592814,0.7149700598802395,0.7259481037924151,0.7455089820359282,0.7271457085828343,0.7432801064537594,0.833932135728543,0.7143712574850299,0.7734530938123753,0.7580838323353294,0.7570858283433134,0.7818363273453094,0.7724550898203593,0.6934131736526946,0.7550898203592814,0.7149700598802395,0.7259481037924151,0.7455089820359282,0.7271457085828343,0.7432801064537594,0.833932135728543
42,xlm-roberta-base,xnli,baseline,24544,0,0,0,0.11030681431293488,0,0.11030681431293488,0.7069860279441118,0.770059880239521,0.7568862275449102,0.7522954091816367,0.7822355289421158,0.7702594810379242,0.6932135728542914,0.7477045908183633,0.7139720558882235,0.7173652694610778,0.7353293413173653,0.7227544910179641,0.7390884896872921,0.8307385229540918,0.7069860279441118,0.770059880239521,0.7568862275449102,0.7522954091816367,0.7822355289421158,0.7702594810379242,0.6932135728542914,0.7477045908183633,0.7139720558882235,0.7173652694610778,0.7353293413173653,0.7227544910179641,0.7390884896872921,0.8307385229540918
66,xlm-roberta-base,xnli,baseline,24544,0,0,0,0.536203920841217,0,0.536203920841217,0.7053892215568862,0.7686626746506986,0.7608782435129741,0.7497005988023953,0.7808383233532934,0.769061876247505,0.6854291417165669,0.7463073852295409,0.712375249500998,0.7181636726546906,0.7343313373253493,0.7279441117764471,0.7382568196939454,0.8367265469061876,0.7053892215568862,0.7686626746506986,0.7608782435129741,0.7497005988023953,0.7808383233532934,0.769061876247505,0.6854291417165669,0.7463073852295409,0.712375249500998,0.7181636726546906,0.7343313373253493,0.7279441117764471,0.7382568196939454,0.8367265469061876
23,xlm-roberta-base,xnli,baseline,24544,0,0,0,0.29143181443214417,0,0.29143181443214417,0.7059880239520958,0.770059880239521,0.7586826347305389,0.7540918163672655,0.7856287425149701,0.7726546906187625,0.6914171656686626,0.7477045908183633,0.7059880239520958,0.7243512974051897,0.7361277445109781,0.719560878243513,0.7393546240851631,0.835129740518962,0.7059880239520958,0.770059880239521,0.7586826347305389,0.7540918163672655,0.7856287425149701,0.7726546906187625,0.6914171656686626,0.7477045908183633,0.7059880239520958,0.7243512974051897,0.7361277445109781,0.719560878243513,0.7393546240851631,0.835129740518962
17,xlm-roberta-base,xnli,baseline,24544,0,0,0,0.5148709416389465,0,0.5148709416389465,0.7063872255489022,0.767065868263473,0.7489021956087825,0.7489021956087825,0.7842315369261477,0.7712574850299401,0.6888223552894212,0.7417165668662674,0.7093812375249501,0.7113772455089821,0.7389221556886227,0.7261477045908183,0.7369261477045908,0.8323353293413174,0.7063872255489022,0.767065868263473,0.7489021956087825,0.7489021956087825,0.7842315369261477,0.7712574850299401,0.6888223552894212,0.7417165668662674,0.7093812375249501,0.7113772455089821,0.7389221556886227,0.7261477045908183,0.7369261477045908,0.8323353293413174
31,xlm-roberta-base,xnli,before_dico,24544,24544,392704,392704,0.4815031588077545,0,0.4815031588077545,0.6916167664670658,0.755688622754491,0.7467065868263473,0.7407185628742515,0.7736526946107785,0.7660678642714571,0.6840319361277445,0.7383233532934131,0.7045908183632734,0.7113772455089821,0.7349301397205589,0.7167664670658682,0.7303725881570192,0.824750499001996,0.6916167664670658,0.755688622754491,0.7467065868263473,0.7407185628742515,0.7736526946107785,0.7660678642714571,0.6840319361277445,0.7383233532934131,0.7045908183632734,0.7113772455089821,0.7349301397205589,0.7167664670658682,0.7303725881570192,0.824750499001996
42,xlm-roberta-base,xnli,before_dico,24544,24544,392704,392704,0.17783349752426147,0,0.17783349752426147,0.6954091816367265,0.7554890219560878,0.7473053892215569,0.7401197604790419,0.7704590818363274,0.7654690618762475,0.67624750499002,0.7345309381237525,0.6930139720558882,0.7087824351297405,0.7323353293413174,0.7245508982035929,0.7286427145708582,0.824750499001996,0.6954091816367265,0.7554890219560878,0.7473053892215569,0.7401197604790419,0.7704590818363274,0.7654690618762475,0.67624750499002,0.7345309381237525,0.6930139720558882,0.7087824351297405,0.7323353293413174,0.7245508982035929,0.7286427145708582,0.824750499001996
66,xlm-roberta-base,xnli,before_dico,24544,24544,392704,392704,0.42117637395858765,0,0.42117637395858765,0.6956087824351297,0.7564870259481038,0.7447105788423154,0.7425149700598802,0.7698602794411178,0.7610778443113773,0.6850299401197605,0.7415169660678643,0.7053892215568862,0.7125748502994012,0.7355289421157685,0.7177644710578842,0.7306719893546242,0.8281437125748503,0.6956087824351297,0.7564870259481038,0.7447105788423154,0.7425149700598802,0.7698602794411178,0.7610778443113773,0.6850299401197605,0.7415169660678643,0.7053892215568862,0.7125748502994012,0.7355289421157685,0.7177644710578842,0.7306719893546242,0.8281437125748503
23,xlm-roberta-base,xnli,before_dico,24544,24544,392704,392704,0.25874871015548706,0,0.25874871015548706,0.6934131736526946,0.7510978043912175,0.7397205588822355,0.7445109780439122,0.769061876247505,0.7588822355289421,0.6838323353293413,0.7347305389221557,0.692814371257485,0.7091816367265469,0.732934131736527,0.7155688622754491,0.7271457085828342,0.8255489021956088,0.6934131736526946,0.7510978043912175,0.7397205588822355,0.7445109780439122,0.769061876247505,0.7588822355289421,0.6838323353293413,0.7347305389221557,0.692814371257485,0.7091816367265469,0.732934131736527,0.7155688622754491,0.7271457085828342,0.8255489021956088
17,xlm-roberta-base,xnli,before_dico,24544,24544,392704,392704,0.46846404671669006,0,0.46846404671669006,0.6958083832335329,0.7544910179640718,0.7495009980039921,0.7419161676646706,0.7704590818363274,0.7654690618762475,0.6828343313373253,0.7407185628742515,0.6852295409181637,0.7127744510978044,0.7351297405189621,0.7099800399201597,0.728692614770459,0.8287425149700599,0.6958083832335329,0.7544910179640718,0.7495009980039921,0.7419161676646706,0.7704590818363274,0.7654690618762475,0.6828343313373253,0.7407185628742515,0.6852295409181637,0.7127744510978044,0.7351297405189621,0.7099800399201597,0.728692614770459,0.8287425149700599
31,xlm-roberta-base,xnli,freeze_realign_unfreeze_dico,24544,24544,392704,392704,0.5311092138290405,0,0.5311092138290405,0.7011976047904191,0.7584830339321357,0.7481037924151697,0.7377245508982035,0.7764471057884231,0.7640718562874251,0.6904191616766467,0.7381237524950099,0.7079840319361277,0.7089820359281437,0.730938123752495,0.7221556886227545,0.7320525615435796,0.8331337325349302,0.7011976047904191,0.7584830339321357,0.7481037924151697,0.7377245508982035,0.7764471057884231,0.7640718562874251,0.6904191616766467,0.7381237524950099,0.7079840319361277,0.7089820359281437,0.730938123752495,0.7221556886227545,0.7320525615435796,0.8331337325349302
42,xlm-roberta-base,xnli,freeze_realign_unfreeze_dico,24544,24544,392704,392704,0.14840081334114075,0,0.14840081334114075,0.7013972055888223,0.7664670658682635,0.7516966067864271,0.745309381237525,0.7788423153692615,0.7662674650698603,0.6908183632734531,0.7435129740518962,0.7021956087824351,0.7161676646706587,0.7341317365269461,0.720558882235529,0.7347804391217565,0.8349301397205589,0.7013972055888223,0.7664670658682635,0.7516966067864271,0.745309381237525,0.7788423153692615,0.7662674650698603,0.6908183632734531,0.7435129740518962,0.7021956087824351,0.7161676646706587,0.7341317365269461,0.720558882235529,0.7347804391217565,0.8349301397205589
66,xlm-roberta-base,xnli,freeze_realign_unfreeze_dico,24544,24544,392704,392704,0.4492133855819702,0,0.4492133855819702,0.6978043912175649,0.7602794411177645,0.7485029940119761,0.745309381237525,0.7736526946107785,0.7666666666666667,0.6912175648702594,0.743313373253493,0.705189620758483,0.717564870259481,0.7393213572854291,0.720558882235529,0.7341151031270791,0.8323353293413174,0.6978043912175649,0.7602794411177645,0.7485029940119761,0.745309381237525,0.7736526946107785,0.7666666666666667,0.6912175648702594,0.743313373253493,0.705189620758483,0.717564870259481,0.7393213572854291,0.720558882235529,0.7341151031270791,0.8323353293413174
23,xlm-roberta-base,xnli,freeze_realign_unfreeze_dico,24544,24544,392704,392704,0.29594266414642334,0,0.29594266414642334,0.6992015968063873,0.7618762475049901,0.7548902195608782,0.7465069860279441,0.7760479041916167,0.7656686626746507,0.6934131736526946,0.7369261477045909,0.707185628742515,0.7163672654690619,0.7407185628742515,0.7221556886227545,0.7350798403193614,0.8333333333333334,0.6992015968063873,0.7618762475049901,0.7548902195608782,0.7465069860279441,0.7760479041916167,0.7656686626746507,0.6934131736526946,0.7369261477045909,0.707185628742515,0.7163672654690619,0.7407185628742515,0.7221556886227545,0.7350798403193614,0.8333333333333334
17,xlm-roberta-base,xnli,freeze_realign_unfreeze_dico,24544,24544,392704,392704,0.43784457445144653,0,0.43784457445144653,0.7047904191616766,0.7636726546906187,0.7508982035928143,0.7469061876247505,0.7782435129740519,0.7644710578842315,0.6892215568862275,0.7439121756487026,0.7025948103792415,0.718562874251497,0.7345309381237525,0.7193612774451098,0.7347638057218896,0.834131736526946,0.7047904191616766,0.7636726546906187,0.7508982035928143,0.7469061876247505,0.7782435129740519,0.7644710578842315,0.6892215568862275,0.7439121756487026,0.7025948103792415,0.718562874251497,0.7345309381237525,0.7193612774451098,0.7347638057218896,0.834131736526946
31,xlm-roberta-base,xnli,freeze_realign_unfreeze_last_half_dico,24544,24544,392704,392704,0.5323286056518555,0,0.5323286056518555,0.7,0.7584830339321357,0.7469061876247505,0.7363273453093813,0.770059880239521,0.7568862275449102,0.6782435129740519,0.7377245508982035,0.700998003992016,0.7075848303393214,0.7317365269461078,0.7243512974051897,0.7291084497671324,0.8193612774451098,0.7,0.7584830339321357,0.7469061876247505,0.7363273453093813,0.770059880239521,0.7568862275449102,0.6782435129740519,0.7377245508982035,0.700998003992016,0.7075848303393214,0.7317365269461078,0.7243512974051897,0.7291084497671324,0.8193612774451098
42,xlm-roberta-base,xnli,freeze_realign_unfreeze_last_half_dico,24544,24544,392704,392704,0.14680130779743195,0,0.14680130779743195,0.7127744510978044,0.7628742514970059,0.7475049900199601,0.7427145708582834,0.7750499001996008,0.7672654690618762,0.6848303393213573,0.7518962075848303,0.7095808383233533,0.7173652694610778,0.7363273453093813,0.718562874251497,0.7355622089155022,0.8275449101796407,0.7127744510978044,0.7628742514970059,0.7475049900199601,0.7427145708582834,0.7750499001996008,0.7672654690618762,0.6848303393213573,0.7518962075848303,0.7095808383233533,0.7173652694610778,0.7363273453093813,0.718562874251497,0.7355622089155022,0.8275449101796407
66,xlm-roberta-base,xnli,freeze_realign_unfreeze_last_half_dico,24544,24544,392704,392704,0.49017006158828735,0,0.49017006158828735,0.7037924151696606,0.7610778443113773,0.7506986027944111,0.7413173652694611,0.7696606786427146,0.7692614770459082,0.6842315369261477,0.7465069860279441,0.7019960079840319,0.7121756487025949,0.7359281437125749,0.7243512974051897,0.7334165003326678,0.8283433133732535,0.7037924151696606,0.7610778443113773,0.7506986027944111,0.7413173652694611,0.7696606786427146,0.7692614770459082,0.6842315369261477,0.7465069860279441,0.7019960079840319,0.7121756487025949,0.7359281437125749,0.7243512974051897,0.7334165003326678,0.8283433133732535
23,xlm-roberta-base,xnli,freeze_realign_unfreeze_last_half_dico,24544,24544,392704,392704,0.29057443141937256,0,0.29057443141937256,0.6932135728542914,0.7610778443113773,0.7479041916167665,0.7391217564870259,0.7762475049900199,0.7658682634730539,0.6788423153692614,0.7451097804391218,0.6994011976047905,0.7081836327345309,0.7371257485029941,0.7101796407185629,0.730189620758483,0.836127744510978,0.6932135728542914,0.7610778443113773,0.7479041916167665,0.7391217564870259,0.7762475049900199,0.7658682634730539,0.6788423153692614,0.7451097804391218,0.6994011976047905,0.7081836327345309,0.7371257485029941,0.7101796407185629,0.730189620758483,0.836127744510978
17,xlm-roberta-base,xnli,freeze_realign_unfreeze_last_half_dico,24544,24544,392704,392704,0.4410340189933777,0,0.4410340189933777,0.7013972055888223,0.7604790419161677,0.7518962075848303,0.7445109780439122,0.7736526946107785,0.7630738522954091,0.6802395209580838,0.7469061876247505,0.7021956087824351,0.7099800399201597,0.7375249500998003,0.7163672654690619,0.7323519627411842,0.8311377245508982,0.7013972055888223,0.7604790419161677,0.7518962075848303,0.7445109780439122,0.7736526946107785,0.7630738522954091,0.6802395209580838,0.7469061876247505,0.7021956087824351,0.7099800399201597,0.7375249500998003,0.7163672654690619,0.7323519627411842,0.8311377245508982
